dataset,project_broad_celltype,program,mean_score,detection_fraction
GSE242889,other/uncertain,mast,0,0
GSE242889,fibroblast/mesenchymal,mast,0,0
GSE242889,mast,mast,5.402411645148,1
GSE242889,neutrophil,endothelial,0.190782852862596,0.27536231884058
GSE242889,B,endothelial,0.249900049265395,0.387096774193548
GSE242889,hepatocyte/tumor epithelial,endothelial,0.0489501940770011,0.101694915254237
GSE242889,T/NK,endothelial,0.078729798831258,0.121621621621622
GSE242889,monocyte/macrophage,endothelial,0.271847171925015,0.424242424242424
GSE242889,endothelial,endothelial,2.51514379696259,1
GSE242889,plasma,endothelial,0.136006927905746,0.303030303030303
GSE242889,other/uncertain,endothelial,0.227872023666383,0.142857142857143
GSE242889,fibroblast/mesenchymal,endothelial,0,0
GSE242889,mast,endothelial,0.0937245968570968,0.166666666666667
GSE242889,neutrophil,fibroblast/mesenchymal,0.0252705384553582,0.0579710144927536
GSE242889,B,fibroblast/mesenchymal,0.018757589894806,0.0403225806451613
GSE242889,hepatocyte/tumor epithelial,fibroblast/mesenchymal,0.00489849768510432,0.0169491525423729
GSE242889,T/NK,fibroblast/mesenchymal,0.0299710543047331,0.0405405405405405
GSE242889,monocyte/macrophage,fibroblast/mesenchymal,0.0539708461618481,0.0606060606060606
GSE242889,endothelial,fibroblast/mesenchymal,0.203937958337037,0.388888888888889
GSE242889,plasma,fibroblast/mesenchymal,0.0688769275051362,0.0909090909090909
GSE242889,other/uncertain,fibroblast/mesenchymal,0.230299869658569,0.285714285714286
GSE242889,fibroblast/mesenchymal,fibroblast/mesenchymal,1.46159897390708,1
GSE242889,mast,fibroblast/mesenchymal,0.177570955285686,0.333333333333333
GSE242889,endothelial,hepatocyte/tumor epithelial,0.438021957145339,0.652173913043478
GSE242889,plasma,hepatocyte/tumor epithelial,0.186894836160408,0.578947368421053
GSE242889,T/NK,hepatocyte/tumor epithelial,0.26913419074834,0.461111111111111
GSE242889,B,hepatocyte/tumor epithelial,0.266767328506846,0.554794520547945
GSE242889,monocyte/macrophage,hepatocyte/tumor epithelial,0.37084002201951,0.642857142857143
GSE242889,hepatocyte/tumor epithelial,hepatocyte/tumor epithelial,3.47187756485124,1
GSE242889,other/uncertain,hepatocyte/tumor epithelial,0.169606915915761,0.285714285714286
GSE242889,dendritic,hepatocyte/tumor epithelial,0.244188924700986,0.75
GSE242889,neutrophil,hepatocyte/tumor epithelial,0.221278283677559,0.454545454545455
GSE242889,endothelial,T/NK,0.477173091450809,0.695652173913044
GSE242889,plasma,T/NK,0.805378173086056,0.894736842105263
GSE242889,T/NK,T/NK,3.45967279757927,1
GSE242889,B,T/NK,0.868268272483009,0.86986301369863
GSE242889,monocyte/macrophage,T/NK,1.00843746549073,0.871428571428572
GSE242889,hepatocyte/tumor epithelial,T/NK,0.6891779885618,0.827586206896552
GSE242889,other/uncertain,T/NK,3.43559452752616,1
GSE242889,dendritic,T/NK,0.312151000624337,0.75
GSE242889,neutrophil,T/NK,1.84117101819566,0.818181818181818
GSE242889,endothelial,B,1.51590304106926,0.956521739130435
GSE242889,plasma,B,1.52059643788634,0.947368421052632
GSE242889,T/NK,B,1.41794251274263,0.994444444444444
GSE242889,B,B,4.1131267607784,1
GSE242889,monocyte/macrophage,B,2.98774927133604,1
GSE242889,hepatocyte/tumor epithelial,B,1.06071185974505,1
GSE242889,other/uncertain,B,1.48280707312326,1
GSE242889,dendritic,B,2.70962344400638,1
GSE242889,neutrophil,B,2.00571785343504,1
GSE242889,endothelial,plasma,0.975135644576989,0.956521739130435
GSE242889,plasma,plasma,5.36582994920128,1
GSE242889,T/NK,plasma,1.15520749833065,0.905555555555556
GSE242889,B,plasma,1.015488718898,0.945205479452055
GSE242889,monocyte/macrophage,plasma,1.24112386609719,0.957142857142857
GSE242889,hepatocyte/tumor epithelial,plasma,1.09605595996543,1
GSE242889,other/uncertain,plasma,1.53724879429053,1
GSE242889,dendritic,plasma,0.768421517442652,0.75
GSE242889,neutrophil,plasma,1.06507695077037,0.954545454545455
GSE242889,endothelial,monocyte/macrophage,1.38274907062373,0.956521739130435
GSE242889,plasma,monocyte/macrophage,0.882659918376138,0.947368421052632
GSE242889,T/NK,monocyte/macrophage,1.65585863307065,0.966666666666667
GSE242889,B,monocyte/macrophage,2.68656845006482,1
GSE242889,monocyte/macrophage,monocyte/macrophage,3.4214685903661,1
GSE242889,hepatocyte/tumor epithelial,monocyte/macrophage,1.85499834104459,1
GSE242889,other/uncertain,monocyte/macrophage,1.05292054838128,1
GSE242889,dendritic,monocyte/macrophage,1.55722596882787,1
GSE242889,neutrophil,monocyte/macrophage,2.13151855149767,0.909090909090909
GSE242889,endothelial,neutrophil,0.462123001791611,0.782608695652174
GSE242889,plasma,neutrophil,0.390061569709448,0.842105263157895
GSE242889,T/NK,neutrophil,0.603260778869425,0.9
GSE242889,B,neutrophil,0.926259388912101,0.958904109589041
GSE242889,monocyte/macrophage,neutrophil,1.29780889811537,0.971428571428571
GSE242889,hepatocyte/tumor epithelial,neutrophil,0.409003068210173,0.896551724137931
GSE242889,other/uncertain,neutrophil,1.11547561530572,1
GSE242889,dendritic,neutrophil,0.386847381157729,0.75
GSE242889,neutrophil,neutrophil,2.91517549273773,1
GSE242889,endothelial,dendritic,0.618664221575807,0.826086956521739
GSE242889,plasma,dendritic,0.51447060144491,0.894736842105263
GSE242889,T/NK,dendritic,0.655989910897806,0.733333333333333
GSE242889,B,dendritic,2.81804858062205,0.972602739726027
GSE242889,monocyte/macrophage,dendritic,2.14799287813105,0.957142857142857
GSE242889,hepatocyte/tumor epithelial,dendritic,0.78123064432562,0.96551724137931
GSE242889,other/uncertain,dendritic,0.704348789785457,0.714285714285714
GSE242889,dendritic,dendritic,3.06856210955452,1
GSE242889,neutrophil,dendritic,1.14830150975163,0.818181818181818
GSE242889,endothelial,mast,0.135908736349719,0.217391304347826
GSE242889,plasma,mast,0.100437826626643,0.210526315789474
GSE242889,T/NK,mast,0.0651142271812263,0.1
GSE242889,B,mast,0.0445896558615097,0.10958904109589
GSE242889,monocyte/macrophage,mast,0.0402145553541387,0.0857142857142857
GSE242889,hepatocyte/tumor epithelial,mast,0.0784345434846715,0.206896551724138
GSE242889,other/uncertain,mast,0,0
GSE242889,dendritic,mast,0.0802365063653813,0.25
GSE242889,neutrophil,mast,0.104066497262641,0.136363636363636
GSE242889,endothelial,endothelial,2.5172708177618,1
GSE242889,plasma,endothelial,0.229415993027404,0.315789473684211
GSE242889,T/NK,endothelial,0.136494140503466,0.172222222222222
GSE242889,B,endothelial,0.247146515168539,0.417808219178082
GSE242889,monocyte/macrophage,endothelial,0.300950016643372,0.485714285714286
GSE242889,hepatocyte/tumor epithelial,endothelial,0.03303061894001,0.103448275862069
GSE242889,other/uncertain,endothelial,0.192291356023673,0.285714285714286
GSE242889,dendritic,endothelial,0.509591294965351,0.5
GSE242889,neutrophil,endothelial,0.265674304205575,0.363636363636364
GSE242889,endothelial,fibroblast/mesenchymal,0.253232621870814,0.565217391304348
GSE242889,plasma,fibroblast/mesenchymal,0.102236656984132,0.210526315789474
GSE242889,T/NK,fibroblast/mesenchymal,0.027174553119508,0.05
GSE242889,B,fibroblast/mesenchymal,0.013911378336794,0.0410958904109589
GSE242889,monocyte/macrophage,fibroblast/mesenchymal,0.0123681500037842,0.0285714285714286
GSE242889,hepatocyte/tumor epithelial,fibroblast/mesenchymal,0.0346507014092413,0.103448275862069
GSE242889,other/uncertain,fibroblast/mesenchymal,0,0
GSE242889,dendritic,fibroblast/mesenchymal,0.414519448206491,0.5
GSE242889,neutrophil,fibroblast/mesenchymal,0.0601431289815541,0.0909090909090909
GSE242889,hepatocyte/tumor epithelial,hepatocyte/tumor epithelial,3.22402609109054,1
GSE242889,B,hepatocyte/tumor epithelial,0.145603743550398,0.203821656050955
GSE242889,T/NK,hepatocyte/tumor epithelial,0.0852476649599552,0.100558659217877
GSE242889,plasma,hepatocyte/tumor epithelial,0.0939683218002464,0.222222222222222
GSE242889,other/uncertain,hepatocyte/tumor epithelial,0.0396677041797583,0.153846153846154
GSE242889,monocyte/macrophage,hepatocyte/tumor epithelial,0.265440238781538,0.310344827586207
GSE242889,neutrophil,hepatocyte/tumor epithelial,0.024096026324472,0.0666666666666667
GSE242889,endothelial,hepatocyte/tumor epithelial,0.12841439195678,0.217391304347826
GSE242889,dendritic,hepatocyte/tumor epithelial,0,0
GSE242889,mast,hepatocyte/tumor epithelial,0,0
GSE242889,hepatocyte/tumor epithelial,T/NK,0.711964771849058,0.75
GSE242889,B,T/NK,0.841046569971364,0.815286624203822
GSE242889,T/NK,T/NK,3.46411876670558,1
GSE242889,plasma,T/NK,0.764203734718871,0.75
GSE242889,other/uncertain,T/NK,1.1105731748475,0.923076923076923
GSE242889,monocyte/macrophage,T/NK,1.31559885798404,0.862068965517241
GSE242889,neutrophil,T/NK,1.96821682577677,0.933333333333333
GSE242889,endothelial,T/NK,0.477610478215084,0.695652173913044
GSE242889,dendritic,T/NK,0,0
GSE242889,mast,T/NK,1.16883664739872,1
GSE242889,hepatocyte/tumor epithelial,B,1.21565739632276,1
GSE242889,B,B,4.12508128377514,1
GSE242889,T/NK,B,1.30697683777571,0.88268156424581
GSE242889,plasma,B,1.15214613964644,0.916666666666667
GSE242889,other/uncertain,B,0.960762173405314,0.769230769230769
GSE242889,monocyte/macrophage,B,2.3657209387078,1
GSE242889,neutrophil,B,1.5333780316697,0.955555555555556
GSE242889,endothelial,B,1.75365863151579,1
GSE242889,dendritic,B,0,0
GSE242889,mast,B,0.984677128725972,1
GSE242889,hepatocyte/tumor epithelial,plasma,1.03899212250451,1
GSE242889,B,plasma,1.09090576855743,0.898089171974522
GSE242889,T/NK,plasma,0.986684612571057,0.832402234636871
GSE242889,plasma,plasma,6.29626991430279,1
GSE242889,other/uncertain,plasma,1.85652296144041,0.846153846153846
GSE242889,monocyte/macrophage,plasma,2.15951648036412,1
GSE242889,neutrophil,plasma,1.83631739283934,0.911111111111111
GSE242889,endothelial,plasma,1.08465039502585,0.91304347826087
GSE242889,dendritic,plasma,1.40915135181908,1
GSE242889,mast,plasma,1.08170203863973,1
GSE242889,hepatocyte/tumor epithelial,monocyte/macrophage,1.69167588484195,1
GSE242889,B,monocyte/macrophage,2.26159542339462,0.968152866242038
GSE242889,T/NK,monocyte/macrophage,1.21011139613138,0.826815642458101
GSE242889,plasma,monocyte/macrophage,0.562084937461849,0.861111111111111
GSE242889,other/uncertain,monocyte/macrophage,0.968237598248542,1
GSE242889,monocyte/macrophage,monocyte/macrophage,2.82378751270593,1
GSE242889,neutrophil,monocyte/macrophage,2.02506135718897,0.888888888888889
GSE242889,endothelial,monocyte/macrophage,1.1820179871142,1
GSE242889,dendritic,monocyte/macrophage,0.494917342975179,1
GSE242889,mast,monocyte/macrophage,1.75155639430145,1
GSE242889,hepatocyte/tumor epithelial,neutrophil,0.375182493082875,0.75
GSE242889,B,neutrophil,0.866425455287209,0.910828025477707
GSE242889,T/NK,neutrophil,0.577763936954058,0.770949720670391
GSE242889,plasma,neutrophil,0.368312472496489,0.833333333333333
GSE242889,other/uncertain,neutrophil,0.723530045575597,0.923076923076923
GSE242889,monocyte/macrophage,neutrophil,1.65358771812685,0.931034482758621
GSE242889,neutrophil,neutrophil,2.8533278424178,1
GSE242889,endothelial,neutrophil,0.367148934143426,0.782608695652174
GSE242889,dendritic,neutrophil,0,0
GSE242889,mast,neutrophil,0,0
GSE242889,hepatocyte/tumor epithelial,dendritic,0.820482906563418,0.875
GSE242889,B,dendritic,2.64482211838352,0.936305732484076
GSE242889,T/NK,dendritic,0.528402909249238,0.486033519553073
GSE242889,plasma,dendritic,0.293119669965917,0.5
GSE242889,other/uncertain,dendritic,0.825691595855976,0.923076923076923
GSE242889,monocyte/macrophage,dendritic,1.59108763795152,0.896551724137931
GSE242889,neutrophil,dendritic,0.9003492999794,0.6
GSE242889,endothelial,dendritic,1.04878350846825,0.91304347826087
GSE242889,dendritic,dendritic,1.48002278972349,1
GSE242889,mast,dendritic,0.644507175850818,1
GSE242889,hepatocyte/tumor epithelial,mast,0,0
GSE242889,B,mast,0.0120313338604707,0.0191082802547771
GSE242889,T/NK,mast,0.01014270224332,0.0167597765363129
GSE242889,plasma,mast,0.00641008989329087,0.0277777777777778
GSE242889,other/uncertain,mast,0,0
GSE242889,monocyte/macrophage,mast,0.0767720005396132,0.103448275862069
GSE242889,neutrophil,mast,0.00853051493279406,0.0222222222222222
GSE242889,endothelial,mast,0.0230859844332509,0.0434782608695652
GSE242889,dendritic,mast,0,0
GSE242889,mast,mast,5.60805604052381,1
GSE242889,hepatocyte/tumor epithelial,endothelial,0.0213663148568139,0.0625
GSE242889,B,endothelial,0.324876589100131,0.312101910828025
GSE242889,T/NK,endothelial,0.0801422409058469,0.100558659217877
GSE242889,plasma,endothelial,0.136024151505176,0.305555555555556
GSE242889,other/uncertain,endothelial,0.279691049741945,0.384615384615385
GSE242889,monocyte/macrophage,endothelial,0.281544875826198,0.344827586206897
GSE242889,neutrophil,endothelial,0.189462374948441,0.333333333333333
GSE242889,endothelial,endothelial,2.53394702316107,1
GSE242889,dendritic,endothelial,0,0
GSE242889,mast,endothelial,0,0
GSE242889,hepatocyte/tumor epithelial,fibroblast/mesenchymal,0.136918215823307,0.1875
GSE242889,B,fibroblast/mesenchymal,0.0270112113387996,0.0509554140127389
GSE242889,T/NK,fibroblast/mesenchymal,0.0169652513852561,0.0223463687150838
GSE242889,plasma,fibroblast/mesenchymal,0.027151078065618,0.0555555555555556
GSE242889,other/uncertain,fibroblast/mesenchymal,0.153868229231485,0.230769230769231
GSE242889,monocyte/macrophage,fibroblast/mesenchymal,0.0724595888132013,0.0689655172413793
GSE242889,neutrophil,fibroblast/mesenchymal,0.0118718581916581,0.0222222222222222
GSE242889,endothelial,fibroblast/mesenchymal,0.260279033836387,0.304347826086957
GSE242889,dendritic,fibroblast/mesenchymal,0.59832739722483,1
GSE242889,mast,fibroblast/mesenchymal,0,0
GSE242889,neutrophil,hepatocyte/tumor epithelial,0.471316311711914,0.607142857142857
GSE242889,hepatocyte/tumor epithelial,hepatocyte/tumor epithelial,3.43238105026258,1
GSE242889,plasma,hepatocyte/tumor epithelial,0.557614317352559,0.746666666666667
GSE242889,B,hepatocyte/tumor epithelial,0.388200176820581,0.726190476190476
GSE242889,monocyte/macrophage,hepatocyte/tumor epithelial,0.516597388545566,0.777777777777778
GSE242889,T/NK,hepatocyte/tumor epithelial,0.486055154997567,0.571428571428571
GSE242889,dendritic,hepatocyte/tumor epithelial,0.356010596303742,0.75
GSE242889,endothelial,hepatocyte/tumor epithelial,0.671279462075244,1
GSE242889,other/uncertain,hepatocyte/tumor epithelial,0.615715929315269,1
GSE242889,mast,hepatocyte/tumor epithelial,1.00729818479288,1
GSE242889,neutrophil,T/NK,1.00488344410078,0.785714285714286
GSE242889,hepatocyte/tumor epithelial,T/NK,0.598486498753599,0.793103448275862
GSE242889,plasma,T/NK,0.840092168026381,0.8
GSE242889,B,T/NK,0.685119479109723,0.815476190476191
GSE242889,monocyte/macrophage,T/NK,0.669185660218843,0.857142857142857
GSE242889,T/NK,T/NK,3.3936601399001,1
GSE242889,dendritic,T/NK,1.06833480072636,1
GSE242889,endothelial,T/NK,0.402024909285371,0.75
GSE242889,other/uncertain,T/NK,1.74408201196307,0.5
GSE242889,mast,T/NK,0.353556581686596,1
GSE242889,neutrophil,B,2.40370037671599,1
GSE242889,hepatocyte/tumor epithelial,B,1.48693989853716,1
GSE242889,plasma,B,1.80262954024732,1
GSE242889,B,B,4.14263035309682,1
GSE242889,monocyte/macrophage,B,3.32159084119779,1
GSE242889,T/NK,B,1.7636872433891,1
GSE242889,dendritic,B,3.71355503185009,1
GSE242889,endothelial,B,1.9795680124043,1
GSE242889,other/uncertain,B,1.98389173348739,1
GSE242889,mast,B,2.30014174798086,1
GSE242889,neutrophil,plasma,2.57389934227507,1
GSE242889,hepatocyte/tumor epithelial,plasma,1.69621055644696,1
GSE242889,plasma,plasma,5.71970299869549,1
GSE242889,B,plasma,1.93091717305975,1
GSE242889,monocyte/macrophage,plasma,1.77710329326442,0.992063492063492
GSE242889,T/NK,plasma,2.01711855102425,1
GSE242889,dendritic,plasma,2.14589044640926,1
GSE242889,endothelial,plasma,1.72178717477822,1
GSE242889,other/uncertain,plasma,1.74096547475978,1
GSE242889,mast,plasma,1.64309537933598,1
GSE242889,neutrophil,monocyte/macrophage,2.91420751300473,1
GSE242889,hepatocyte/tumor epithelial,monocyte/macrophage,2.02819165312059,1
GSE242889,plasma,monocyte/macrophage,1.5354369308528,1
GSE242889,B,monocyte/macrophage,2.86807215560423,1
GSE242889,monocyte/macrophage,monocyte/macrophage,3.87915547629294,1
GSE242889,T/NK,monocyte/macrophage,2.03013756438197,1
GSE242889,dendritic,monocyte/macrophage,3.4080654510949,1
GSE242889,endothelial,monocyte/macrophage,1.50662824921058,1
GSE242889,other/uncertain,monocyte/macrophage,0.732803042527072,1
GSE242889,mast,monocyte/macrophage,2.32590534842055,1
GSE242889,neutrophil,neutrophil,3.56309074704188,1
GSE242889,hepatocyte/tumor epithelial,neutrophil,0.393564895362383,0.827586206896552
GSE242889,plasma,neutrophil,0.522182145849864,0.853333333333333
GSE242889,B,neutrophil,0.973319142081708,0.964285714285714
GSE242889,monocyte/macrophage,neutrophil,1.30352482797508,0.976190476190476
GSE242889,T/NK,neutrophil,0.477397805936629,0.777777777777778
GSE242889,dendritic,neutrophil,1.14060694501508,1
GSE242889,endothelial,neutrophil,0.398463224906394,1
GSE242889,other/uncertain,neutrophil,0.786689266776628,1
GSE242889,mast,neutrophil,0.27741211934204,1
GSE242889,neutrophil,dendritic,1.356067361962,0.928571428571429
GSE242889,hepatocyte/tumor epithelial,dendritic,1.00588483267271,0.96551724137931
GSE242889,plasma,dendritic,0.862927127691504,0.92
GSE242889,B,dendritic,2.99519884030059,1
GSE242889,monocyte/macrophage,dendritic,2.74025132539532,0.992063492063492
GSE242889,T/NK,dendritic,0.892757328097356,0.904761904761905
GSE242889,dendritic,dendritic,3.89589776822404,1
GSE242889,endothelial,dendritic,0.728105477017123,0.75
GSE242889,other/uncertain,dendritic,1.25942111283517,1
GSE242889,mast,dendritic,0.668196422908013,1
GSE242889,neutrophil,mast,0.0220179002670063,0.0357142857142857
GSE242889,hepatocyte/tumor epithelial,mast,0.06304984862085,0.172413793103448
GSE242889,plasma,mast,0.0328746596605854,0.04
GSE242889,B,mast,0.0195154049461173,0.0476190476190476
GSE242889,monocyte/macrophage,mast,0.00201077788653645,0.00793650793650794
GSE242889,T/NK,mast,0,0
GSE242889,dendritic,mast,0,0
GSE242889,endothelial,mast,0,0
GSE242889,other/uncertain,mast,0,0
GSE242889,mast,mast,5.8443612919306,1
GSE242889,neutrophil,endothelial,0.309301787121977,0.428571428571429
GSE242889,hepatocyte/tumor epithelial,endothelial,0.0499137732859542,0.103448275862069
GSE242889,plasma,endothelial,0.305454759549489,0.4
GSE242889,B,endothelial,0.258742976908732,0.494047619047619
GSE242889,monocyte/macrophage,endothelial,0.393071307543329,0.714285714285714
GSE242889,T/NK,endothelial,0.130671192614166,0.206349206349206
GSE242889,dendritic,endothelial,0.187303646617454,0.25
GSE242889,endothelial,endothelial,2.4483360389286,1
GSE242889,other/uncertain,endothelial,0.669623183510916,0.5
GSE242889,mast,endothelial,0,0
GSE242889,neutrophil,fibroblast/mesenchymal,0.0333707817541403,0.0714285714285714
GSE242889,hepatocyte/tumor epithelial,fibroblast/mesenchymal,0.177810414448833,0.275862068965517
GSE242889,plasma,fibroblast/mesenchymal,0.00628346785939726,0.0133333333333333
GSE242889,B,fibroblast/mesenchymal,0.0128507640962171,0.0297619047619048
GSE242889,monocyte/macrophage,fibroblast/mesenchymal,0.0113390053276046,0.0158730158730159
GSE242889,T/NK,fibroblast/mesenchymal,0.0368088826637832,0.0476190476190476
GSE242889,dendritic,fibroblast/mesenchymal,0,0
GSE242889,endothelial,fibroblast/mesenchymal,0.215294669651044,0.25
GSE242889,other/uncertain,fibroblast/mesenchymal,0,0
GSE242889,mast,fibroblast/mesenchymal,0,0
GSE242889,plasma,hepatocyte/tumor epithelial,0.136455903217953,0.291666666666667
GSE242889,monocyte/macrophage,hepatocyte/tumor epithelial,0.326744220960241,0.541666666666667
GSE242889,T/NK,hepatocyte/tumor epithelial,0.138232929840239,0.208333333333333
GSE242889,neutrophil,hepatocyte/tumor epithelial,0.211069557224808,0.340425531914894
GSE242889,B,hepatocyte/tumor epithelial,0.226060691987861,0.388235294117647
GSE242889,endothelial,hepatocyte/tumor epithelial,0.288473759452371,0.458333333333333
GSE242889,other/uncertain,hepatocyte/tumor epithelial,0.268483451612702,0.411764705882353
GSE242889,hepatocyte/tumor epithelial,hepatocyte/tumor epithelial,3.31215838645143,1
GSE242889,mast,hepatocyte/tumor epithelial,0.256963605523849,0.5
GSE242889,plasma,T/NK,0.386191955413357,0.430555555555556
GSE242889,monocyte/macrophage,T/NK,0.320085639192359,0.552083333333333
GSE242889,T/NK,T/NK,3.03073895222244,1
GSE242889,neutrophil,T/NK,0.508417226121821,0.382978723404255
GSE242889,B,T/NK,0.210174815558639,0.376470588235294
GSE242889,endothelial,T/NK,0.0894553206496717,0.166666666666667
GSE242889,other/uncertain,T/NK,0.548390828523921,0.352941176470588
GSE242889,hepatocyte/tumor epithelial,T/NK,0.0680880432429002,0.142857142857143
GSE242889,mast,T/NK,0,0
GSE242889,plasma,B,1.48971559759118,0.979166666666667
GSE242889,monocyte/macrophage,B,3.19422454179202,1
GSE242889,T/NK,B,1.49415638987741,1
GSE242889,neutrophil,B,1.80721990060958,0.968085106382979
GSE242889,B,B,4.14896277065613,1
GSE242889,endothelial,B,1.4972024475803,0.958333333333333
GSE242889,other/uncertain,B,1.64535446389267,1
GSE242889,hepatocyte/tumor epithelial,B,0.9131885872476,0.857142857142857
GSE242889,mast,B,1.01006402468988,1
GSE242889,plasma,plasma,5.2787069579438,1
GSE242889,monocyte/macrophage,plasma,1.74349526539528,1
GSE242889,T/NK,plasma,1.59794274527542,0.958333333333333
GSE242889,neutrophil,plasma,3.00280399512309,0.98936170212766
GSE242889,B,plasma,1.58853747010309,0.976470588235294
GSE242889,endothelial,plasma,1.22130439960378,0.958333333333333
GSE242889,other/uncertain,plasma,3.43397947229648,1
GSE242889,hepatocyte/tumor epithelial,plasma,1.56475009515146,1
GSE242889,mast,plasma,2.04593572434587,1
GSE242889,plasma,monocyte/macrophage,1.15088738236707,0.951388888888889
GSE242889,monocyte/macrophage,monocyte/macrophage,3.64629013586682,1
GSE242889,T/NK,monocyte/macrophage,1.71526539792957,1
GSE242889,neutrophil,monocyte/macrophage,2.29126933266475,0.946808510638298
GSE242889,B,monocyte/macrophage,2.77165815554217,0.988235294117647
GSE242889,endothelial,monocyte/macrophage,1.42505451950096,1
GSE242889,other/uncertain,monocyte/macrophage,1.52392930648519,1
GSE242889,hepatocyte/tumor epithelial,monocyte/macrophage,1.72214643613589,1
GSE242889,mast,monocyte/macrophage,1.42992523667915,1
GSE242889,plasma,neutrophil,0.564903023648105,0.854166666666667
GSE242889,monocyte/macrophage,neutrophil,1.62246262587245,0.96875
GSE242889,T/NK,neutrophil,0.734085566822487,0.875
GSE242889,neutrophil,neutrophil,3.29708522476172,1
GSE242889,B,neutrophil,1.13768708727894,0.941176470588235
GSE242889,endothelial,neutrophil,0.508724499123573,0.791666666666667
GSE242889,other/uncertain,neutrophil,1.4383107925222,0.941176470588235
GSE242889,hepatocyte/tumor epithelial,neutrophil,0.484626624873049,1
GSE242889,mast,neutrophil,0.807390874497837,1
GSE242889,plasma,dendritic,0.457193264458617,0.625
GSE242889,monocyte/macrophage,dendritic,2.19826543885077,0.96875
GSE242889,T/NK,dendritic,0.470939783775037,0.583333333333333
GSE242889,neutrophil,dendritic,0.93909634762182,0.776595744680851
GSE242889,B,dendritic,2.51707886955787,0.964705882352941
GSE242889,endothelial,dendritic,0.779559501905947,0.875
GSE242889,other/uncertain,dendritic,0.629294588187183,0.588235294117647
GSE242889,hepatocyte/tumor epithelial,dendritic,0.424077618884032,0.785714285714286
GSE242889,mast,dendritic,0.960441293995035,1
GSE242889,plasma,mast,0.00446385791805169,0.00694444444444444
GSE242889,monocyte/macrophage,mast,0.0104619064770269,0.0208333333333333
GSE242889,T/NK,mast,0,0
GSE242889,neutrophil,mast,0.00863974263739018,0.0106382978723404
GSE242889,B,mast,0.0167010635893112,0.0235294117647059
GSE242889,endothelial,mast,0,0
GSE242889,other/uncertain,mast,0,0
GSE242889,hepatocyte/tumor epithelial,mast,0,0
GSE242889,mast,mast,6.46740574420668,1
GSE242889,plasma,endothelial,0.261443555024494,0.333333333333333
GSE242889,monocyte/macrophage,endothelial,0.504286946388654,0.6875
GSE242889,T/NK,endothelial,0.269685506512211,0.208333333333333
GSE242889,neutrophil,endothelial,0.233307923157405,0.404255319148936
GSE242889,B,endothelial,0.35823344087519,0.411764705882353
GSE242889,endothelial,endothelial,2.44852994937872,1
GSE242889,other/uncertain,endothelial,0.38272468736035,0.294117647058824
GSE242889,hepatocyte/tumor epithelial,endothelial,0.0951426734698755,0.142857142857143
GSE242889,mast,endothelial,0.347547737812202,0.5
GSE242889,plasma,fibroblast/mesenchymal,0.00502487465099491,0.0138888888888889
GSE242889,monocyte/macrophage,fibroblast/mesenchymal,0.0172998786542449,0.0416666666666667
GSE242889,T/NK,fibroblast/mesenchymal,0.0289698928638826,0.0416666666666667
GSE242889,neutrophil,fibroblast/mesenchymal,0.00610216232815159,0.0106382978723404
GSE242889,B,fibroblast/mesenchymal,0.0190219988986838,0.0470588235294118
GSE242889,endothelial,fibroblast/mesenchymal,0.166497247243316,0.25
GSE242889,other/uncertain,fibroblast/mesenchymal,0.0261402196906742,0.0588235294117647
GSE242889,hepatocyte/tumor epithelial,fibroblast/mesenchymal,0.0164913291949749,0.0714285714285714
GSE242889,mast,fibroblast/mesenchymal,0,0
GSE242889,B,hepatocyte/tumor epithelial,1.48918982574531,0.9921875
GSE242889,endothelial,hepatocyte/tumor epithelial,1.59631509950373,1
GSE242889,monocyte/macrophage,hepatocyte/tumor epithelial,1.56444435321531,1
GSE242889,hepatocyte/tumor epithelial,hepatocyte/tumor epithelial,4.69243573094681,1
GSE242889,T/NK,hepatocyte/tumor epithelial,1.51479708806585,0.986842105263158
GSE242889,fibroblast/mesenchymal,hepatocyte/tumor epithelial,1.47250558014425,1
GSE242889,other/uncertain,hepatocyte/tumor epithelial,1.46901276349917,1
GSE242889,neutrophil,hepatocyte/tumor epithelial,1.43501316395137,1
GSE242889,dendritic,hepatocyte/tumor epithelial,1.39165498896281,1
GSE242889,plasma,hepatocyte/tumor epithelial,1.53676543060034,1
GSE242889,B,T/NK,0.898885387628963,0.921875
GSE242889,endothelial,T/NK,0.67111617452604,0.811320754716981
GSE242889,monocyte/macrophage,T/NK,0.75247216318802,0.836065573770492
GSE242889,hepatocyte/tumor epithelial,T/NK,0.658670041624883,0.912087912087912
GSE242889,T/NK,T/NK,3.34708877015549,1
GSE242889,fibroblast/mesenchymal,T/NK,0.265655360646203,0.708333333333333
GSE242889,other/uncertain,T/NK,1.39585364285084,1
GSE242889,neutrophil,T/NK,1.10438071973161,0.857142857142857
GSE242889,dendritic,T/NK,0.619597391790357,0.727272727272727
GSE242889,plasma,T/NK,0.69899233688842,0.9
GSE242889,B,B,4.16791257118478,1
GSE242889,endothelial,B,1.30652226196187,0.962264150943396
GSE242889,monocyte/macrophage,B,3.10369112289356,1
GSE242889,hepatocyte/tumor epithelial,B,0.884083484190103,0.956043956043956
GSE242889,T/NK,B,1.53461149188724,0.986842105263158
GSE242889,fibroblast/mesenchymal,B,0.715140314957982,0.958333333333333
